BLUE,GREEN,RED,NIR,SWIR1,SWIR2,UI,NDBI,DBSI,LST
0.07778000000000002,0.05610000000000001,0.04408000000000001,0.09364,0.06964000000000001,0.044039999999999996,-0.36025566531086584,-0.17231476163124634,-0.2521780672129965,30.560722476403413
0.06458,0.05166000000000001,0.03138000000000002,0.2426,0.11556000000000002,0.04672000000000001,-0.6770358081017558,-0.5496711664935963,-0.38880086082670384,27.33218974175233
0.09586,0.08750000000000002,0.09266000000000002,0.13382000000000002,0.12250000000000003,0.09002000000000002,-0.19567548248749106,-0.046204081632653035,-0.015071235134816896,33.9797296718468
0.06928000000000001,0.05458000000000002,0.03840000000000002,0.17514,0.09310000000000002,0.043060000000000015,-0.6053162236480292,-0.44060150375939827,-0.37951417628906553,28.908673782202097
0.08374000000000001,0.07062000000000002,0.06262000000000001,0.11630000000000001,0.12054000000000001,0.10786000000000001,-0.03765167737330479,0.017587522814003623,-0.03887985792975057,32.358179711980156
0.07720000000000002,0.06216000000000002,0.05042000000000002,0.10818,0.07876,0.04878000000000002,-0.3784403669724769,-0.1867699339766379,-0.24638930121962002,32.23364304963536
0.07600000000000001,0.06346000000000002,0.05446000000000001,0.12998,0.11116000000000001,0.07884000000000002,-0.24489991380135995,-0.08465275278877295,-0.13629106357564336,31.552561774104717
0.09086,0.08746000000000001,0.08080000000000001,0.21238000000000004,0.18522000000000002,0.11204,-0.30929042599099943,-0.07331821617535907,-0.09028730725723183,31.67784388978876
0.09194000000000002,0.07446,0.06470000000000001,0.1481,0.11176,0.07026000000000002,-0.35647554497160644,-0.16258052970651402,-0.19161657365409007,33.64217054307583
0.08030000000000001,0.06398000000000001,0.04942000000000002,0.11588000000000001,0.07812000000000002,0.04804,-0.41386041971693516,-0.24167946748591895,-0.3025494771411285,32.81306292161089
0.09664,0.08026,0.07880000000000001,0.10738,0.11864000000000002,0.09842000000000001,-0.04353741496598637,0.04745448415374249,0.039453928608636724,32.82216730124435
0.09140000000000001,0.07904,0.07084000000000001,0.0877,0.07154000000000002,0.05336000000000002,-0.24344250673472265,-0.11294380766005015,-0.1561528131341536,33.624675309320004
0.06374000000000002,0.049100000000000005,0.030380000000000018,0.17018000000000003,0.07950000000000002,0.03174000000000002,-0.6856180665610142,-0.570314465408805,-0.46065635195015364,26.79584333514084
0.09442,0.08968000000000001,0.07936000000000001,0.13214,0.11828000000000002,0.08688000000000001,-0.20664779472194317,-0.058589786946229204,-0.11202438002943818,32.09810960866038
0.08764000000000002,0.07126000000000002,0.06560000000000002,0.11348000000000003,0.12082000000000001,0.10012000000000001,-0.06254681647940079,0.030375765601721505,-0.009349047382442577,33.88846541031158
0.07416,0.06982000000000002,0.05780000000000002,0.19776000000000002,0.15496000000000001,0.08846000000000001,-0.3818740828733142,-0.13810015487867838,-0.168889687460671,30.30325584089878
0.09392,0.08282,0.08104,0.1328,0.13090000000000002,0.09846000000000002,-0.1484908760702239,-0.007257448433918964,-0.017082884073962717,30.395794430801953
0.0806,0.06740000000000002,0.05136000000000002,0.133,0.12006,0.08600000000000002,-0.21461187214611863,-0.05388972180576381,-0.16191598562940407,30.219284258157753
0.09126000000000001,0.07556000000000002,0.06510000000000002,0.11800000000000002,0.09968000000000002,0.07176000000000002,-0.24367622259696456,-0.09189406099518459,-0.15127335394349087,32.059536263583965
0.09094000000000002,0.07752,0.06760000000000002,0.14500000000000002,0.1104,0.08344000000000001,-0.26947995097180877,-0.15670289855072472,-0.18909589837672355,30.949246060237876
0.07848000000000002,0.06358,0.053180000000000005,0.11180000000000001,0.0726,0.04496,-0.4263842817045165,-0.2699724517906337,-0.2890799315567893,31.25081145546808
0.07348000000000002,0.061700000000000005,0.04572000000000001,0.18266000000000002,0.1109,0.06266000000000002,-0.48915701940322837,-0.3235347159603247,-0.3145625336074118,29.81190505773116
0.08728,0.07674,0.0685,0.14642000000000002,0.11952000000000002,0.08164000000000002,-0.2840480575287205,-0.11253346720214191,-0.14457735420083082,32.88327751431661
0.07954,0.06796000000000002,0.05882000000000001,0.11470000000000002,0.10286000000000001,0.07084000000000001,-0.23639107470087314,-0.05755395683453245,-0.11772917647413197,31.27625851574887
0.07700000000000001,0.06348000000000001,0.050699999999999995,0.19582000000000002,0.11408000000000001,0.06080000000000002,-0.5261476112539941,-0.35825736325385693,-0.3037002536447243,31.522039309521034
0.10802,0.11278000000000002,0.10228000000000001,0.13016000000000003,0.12542,0.10238,-0.11946331813881493,-0.0188965077340138,-0.06688028047215253,33.477927230172895
0.09804000000000002,0.09308000000000002,0.07672000000000001,0.12626,0.10574,0.08568,-0.1914692837595546,-0.09703045205220356,-0.18038776797689093,32.0261708477309
